dataset,model_name,distance_frac_step,clean_data,optimized_mode_ratio,butter_Wn,dist_error,dir_error,dir_ratio
Hand-Walk/Hand-Walk-03-008,SVR,3,5,1.0,0.0035,61.846346540438226,31.471151238846144,0.4529058116232465
Hand-Walk/Hand-Walk-03-008,SVR,3,5,1.0,0.004,63.94692399305935,31.15468072599664,0.45090180360721444
Hand-Walk/Hand-Walk-03-008,SVR,3,5,1.0,0.0045,58.73378873127733,31.037010348456715,0.46893787575150303
Hand-Walk/Hand-Walk-03-008,SVR,3,5,1.0,0.0055,59.86028773627856,31.540437393907556,0.45691382765531063
Hand-Walk/Hand-Walk-03-008,SVR,3,5,1.0,0.006,61.54176266874937,31.600011724626512,0.45691382765531063
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.8,0.003,43.08380200177884,31.432176748090573,0.4909819639278557
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.8,0.0035,42.20756721702878,31.886127262827486,0.4909819639278557
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.8,0.004,43.683545613405755,31.571568726680418,0.5070140280561122
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.8,0.0045,42.60093471519603,31.547934450358134,0.5150300601202404
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.8,0.0055,42.28315794724462,32.24882478867289,0.5190380761523046
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.8,0.006,41.73550236006157,31.848882315021633,0.5230460921843687
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.9,0.003,46.72537525435286,31.068094507806045,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.9,0.0035,46.54670247980819,30.786392797415846,0.49298597194388777
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.9,0.004,45.349391256927824,30.785190791569335,0.5050100200400801
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.9,0.0045,45.136075659214114,30.83179292992938,0.503006012024048
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.9,0.0055,44.10934747768865,30.87109886645377,0.5130260521042084
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.9,0.006,46.00779199389613,31.247004344439333,0.5130260521042084
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.95,0.003,49.843532438052804,30.239672795591297,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.95,0.0035,48.547904662010296,30.82568341479046,0.4789579158316633
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.95,0.004,46.79283090181342,30.30092832024571,0.4909819639278557
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.95,0.0045,46.49109427443142,30.48506752148035,0.4969939879759519
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.95,0.0055,46.12046948757601,31.0096197663532,0.5050100200400801
Hand-Walk/Hand-Walk-03-008,SVR,4,4,0.95,0.006,48.71556783626769,31.355950980441044,0.49298597194388777
Hand-Walk/Hand-Walk-03-008,SVR,4,4,1.0,0.003,51.19619238026945,30.398513529129623,0.46092184368737477
Hand-Walk/Hand-Walk-03-008,SVR,4,4,1.0,0.0035,49.15449354657242,30.24061978843692,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,4,4,1.0,0.004,49.37301101162223,30.74205039540768,0.47695390781563124
Hand-Walk/Hand-Walk-03-008,SVR,4,4,1.0,0.0045,48.29971170294025,30.688300628402327,0.48096192384769537
Hand-Walk/Hand-Walk-03-008,SVR,4,4,1.0,0.0055,46.29273121898676,31.281049638274986,0.4849699398797595
Hand-Walk/Hand-Walk-03-008,SVR,4,4,1.0,0.006,51.09572575699387,31.598400949510722,0.46092184368737477
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.8,0.003,50.62773407178176,31.83880768832726,0.4789579158316633
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.8,0.0035,48.34821832791199,31.483832981592485,0.49899799599198397
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.8,0.004,51.27353608455716,31.548937856295804,0.49498997995991983
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.8,0.0045,47.20907808453344,32.421251868742104,0.4969939879759519
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.8,0.0055,48.827191241855715,32.01093643167444,0.5150300601202404
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.8,0.006,50.76709290472149,32.38802625402986,0.5090180360721442
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.9,0.003,57.63027470004127,31.57157381989696,0.45691382765531063
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.9,0.0035,52.44177690247826,31.424800089922233,0.4789579158316633
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.9,0.004,55.46779775286348,32.25039507854721,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.9,0.0045,48.368679963290155,31.154037192942425,0.48697394789579157
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.9,0.0055,50.777118498485855,32.03039485711879,0.49298597194388777
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.9,0.006,53.988826831679106,32.28089282106996,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.95,0.003,60.04097232961354,31.70689466646768,0.46092184368737477
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.95,0.0035,55.69450614951192,31.33068259625083,0.46893787575150303
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.95,0.004,58.46945923326723,31.256585633183313,0.4649298597194389
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.95,0.0045,52.996335794538055,31.47225415884934,0.4729458917835671
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.95,0.0055,52.7334896900719,31.691622395274926,0.46693386773547096
Hand-Walk/Hand-Walk-03-008,SVR,4,5,0.95,0.006,55.892280258399346,32.06536815399898,0.46292585170340683
Hand-Walk/Hand-Walk-03-008,SVR,4,5,1.0,0.003,64.2621379821672,32.123988716761296,0.45691382765531063
Hand-Walk/Hand-Walk-03-008,SVR,4,5,1.0,0.0035,59.32589282546739,31.471151238846144,0.4529058116232465
Hand-Walk/Hand-Walk-03-008,SVR,4,5,1.0,0.004,61.38486474680822,31.15468072599664,0.45090180360721444
Hand-Walk/Hand-Walk-03-008,SVR,4,5,1.0,0.0045,55.32934369889419,31.037010348456715,0.46893787575150303
Hand-Walk/Hand-Walk-03-008,SVR,4,5,1.0,0.0055,56.37364363955951,31.540437393907556,0.45691382765531063
Hand-Walk/Hand-Walk-03-008,SVR,4,5,1.0,0.006,58.214507938198615,31.600011724626512,0.45691382765531063
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.8,0.003,175.82268490248202,63.20807292389951,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.8,0.0035,173.9113940434947,62.305049555030386,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.8,0.004,171.07565656445377,60.93940331746057,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.8,0.0045,168.54205111718886,59.73479365839424,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.8,0.0055,172.8564045050593,62.32606072998844,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.8,0.006,172.4246025635293,62.19538191849244,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.9,0.003,180.4608462228504,65.94174218543195,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.9,0.0035,178.5223109551623,65.01518944890245,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.9,0.004,175.49897066155683,63.48479660001754,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.9,0.0045,172.77733483462438,62.132910116486194,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.9,0.0055,177.5474239048413,65.01623194106632,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.9,0.006,177.03893044705822,64.82456744333334,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.95,0.003,182.73569340647072,67.30942384684919,0.014814814814814815
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.95,0.0035,180.78463187153523,66.37025939583833,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.95,0.004,177.67112527839032,64.76674637189893,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.95,0.0045,174.85863914978114,63.33784543493083,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.95,0.0055,179.84659505586737,66.3675019595871,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,0.95,0.006,179.30044710995338,66.15085517573627,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,1.0,0.003,184.98060237187477,68.67710550826645,0.014814814814814815
Hand-Walk/Hand-Walk-02-002,SVR,3,4,1.0,0.0035,183.01773286944362,67.72532934277434,0.014814814814814815
Hand-Walk/Hand-Walk-02-002,SVR,3,4,1.0,0.004,179.81644068357357,66.0507490692449,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,1.0,0.0045,176.9151812641441,64.54540201341767,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,1.0,0.0055,182.11432589949635,67.73507238855625,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,4,1.0,0.006,181.53093957830075,67.48786188939268,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.8,0.003,140.69124934873489,63.44230209366107,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.8,0.0035,141.1509979982753,63.83071773657412,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.8,0.004,138.0794784688471,62.176268481195855,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.8,0.0045,139.240496604252,62.9614510136024,0.022222222222222223
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.8,0.0055,137.7712507177972,62.98602728847493,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.8,0.006,137.21135925987502,63.13726174147461,0.014814814814814815
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.9,0.003,144.9912961000609,66.196965567755,0.018518518518518517
Hand-Walk/Hand-Walk-02-002,SVR,3,5,0.9,0.0035,145.6434511274661,66.72888859827084,0.018518518518518517
